PTP4A2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
C11orf73,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
OGFR-AS1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
HPCA,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
METTL25,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
SEC14L1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
NME8,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
EMILIN1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
CHFR,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
NDUFS4,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
COL18A1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
PDZD3,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
MIR591,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
FAXC,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
C9orf16,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ERBB2IP,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
EMX2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
FUS,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TF,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
BC036404,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
C11orf72,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
NPR1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
CELA1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
ELAC2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ASS1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
USP42,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
EMC8,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
POLR2J,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
UQCRC1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LOC729603,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
POLG,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ADAM23,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TFR2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
RICTOR,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
GRXCR2,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
BC036261,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
HLA-J,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
IDO2,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
C19orf55,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
SNAPC1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
GNA11,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
FSIP1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LOC654342,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
JA700163,0,,1,0,,0,0,0,0,,0,0,0,0,0,0,1,0,1,1
CELA3A,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
UPF3A,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
IGSF11,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TCRVb7.2-Jb1.2,1,,1,0,,0,1,1,1,,0,0,1,1,1,0,1,1,0,1
CHST6,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TTLL4,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ZNF687,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
SDC2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
COX7A2,1,,1,1,,0,1,1,1,,1,1,1,1,1,1,1,0,1,0
METTL21A,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
CETN4P,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LOC100132707,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LAMB4,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
FAM24A,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
PDP1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
AHCYL2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LRRTM3,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
FLJ39739,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TCRBV9S1A1T,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
HABP4,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TMEM125,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
CNTN2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
MIR885,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
ASNSD1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
DQ591577,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
FUT4,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LINC00675,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
RP9,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ARAP1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
AGPS,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
CLEC4GP1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LINC00305,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
UNG,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
